Speech,Label
ফকিন্নি রেস্টুরেন্ট,0
অনেক সুস্বাদু ছিলো,1
ছোট মাছে পোঁকা কেন ভাই?খাওয়ার রূচিটাই নষ্ট করে দিলেন,0
দাম বাড়ালে বাড়ান তাউ ভাল খাবার দেওয়ার চেষ্টা করেন,0
"একদম বাজে, এত বাযে অভিজ্ঞতা এই প্রথম, চোর সালারা",0
খাবার সব গুলোই ফ্রেশ এবং মান সম্পন্ন ছিল,1
এরকম সার্ভিস সব সময় যেন অব্যাহত থাকে।,1
অপরিচ্ছন্ন অস্বাস্থ্যকর খাবার পরিবেশন,0
সবই মোটামুটি ঠিক আছে,1
খুবই ভালো ছিল,1
এমনিতে ভালো তবে পরিমাণ পারলে ভালো হতো,1
যাক ঐতিহ্য এখনো ধইরা রাখছে,1
সবাই আসলে এত ভাল সার্ভিস দিতে পারে না,1
দাম বেশি হলেও খেয়ে তৃপ্তি হয়েছে,1
ক্রিসপি চিকেন ছিল নাকি বেগুনের চপ ছিলো কিছুই বুঝলাম না।,0
এত বাজে শর্মা কোনোদিন খাই নাই,0
খাবারের টেস্ট খুব সুন্দর হয়েছ। সরমার রুটি টা আরও একটু নরম হত আর চিকেননএকটু কম মনে হয়েছে। বাকি সব ঠিক ঠাক।,1
পুরাতন ভাতে একগাছা বরবটি দিয়েছেন( শাক দিয়ে মাছ ঢাকার চেষ্টা)! চিকেনপিস গুলো কবেকার আল্লাহই ভালো জানেন,0
খাবারের মান খুব খারাপ ছিলো। মাটোন খিচুড়িতে কোন মাটোন ছিলোনা।,0
মসলা লবণ ঠিকঠাক ছিল,1
ব্যাপারটা ভালো লাগছে যে তারা ঠিকমতো রান্না করছে,1
খাবার রান্না যত্ন ছিল কাঁচা তরকারি ঠিক মতোই স্বাদ আসছে,1
"পেকিং বাজে,রাইডার,পচা, রেইনবো এরা আইটেম কম দেই, খুব খারাপ।",0
খুব বাজে খাবার।। খাবারের কোন টেস্ট ছিল না।। মরিচের গুড় দিয়ে বানানো।। খুব বাজে,0
খাওয়ার টা খুব ভাল ছিল,1
একদম বাজে ছিলো। এটা কোনো পিজ্জার কাতারেই পরে না।,0
আমার জীবনে এত বাজে হালিম কখনো খাইনি। এই রেস্টুরেন্ট পুরাই বাটপার। দুই বক্স হালিমের জায়গায় দিছে এক বক্স। সবাইকে অনুরোধ করব এই রেস্টুরেন্ট থেকে অর্ডার না দেওয়ার জন্য ।,0
ভালো বাট তেহেরীতে একটু তেল কম দিলে ভালো হয়,1
অনেক মজার খাবার। খুব ভালো,1
"বাজে খবার,সবচেয়ে বাজে,টাকা লস",0
খুব ভালো,1
খাবারের মান খুবই বাজে।যদি ক্ষুধা লাগে তাইলে কোন্মতে পেট ভরাতে পারবেন কিন্ত দাম হিসাবে কোয়ালিটির আকাশ পাতাল পার্থক্য।,0
এক কথায় জঘন্য। তিন টুকরো গরুর চর্বি দিয়েছে আর কেমন যেন বাজে গন্ধ,0
"খাবার ভালো, তবে বাদাম ভর্তা দুইটা ও শুটকি ভর্তা একটা চাইছিলাম",1
"অর্ডার দিলাম একপ্লেট ভাত , দিলো হাফ প্লেট । আলু ভাজি অর্ডার করলাম , দিলো লাউ ঘাটা । না খেয়ে মইরা যাবেন ,তবুও এই বাইঞ্চোদদের থেকে অর্ডার দিয়ে খাবার নিবেন না ।",0
সেট মেনু টা অস্থির ছিল,1
খাবারগুলো অনেক ভালো ছিলো,1
খাবার ভালো কিন্তু পরিমান অনুযায়ী কম,1
কাচ্ছি অর্ডার করেছিলাম। টেস্ট মোটামটি ভাল ছিল,1
রাইস খুব কম হলেও টেস্টি ছিলো,1
"দুইটা অর্ডার করছিলাম, অনেক ভালো ছিল, পিকআপের সময় তাদের ব্যবহার ও ভালো ছিল।",1
"পরিমান ও মান দুই ই অনেক অনেক ভাল ছিল, অনেকদিন পর একটা সেরা অর্ডার পেলাম ফুডপান্ডায়, রাইডার ও ফ্রেন্ডলি ।",1
আমার টাকাটা পুরা জলে গেছে। প্রতারিত। চেয়েছি বিরিয়ানি কিন্তু তারা প্যাকেটে দিয়েছে ফ্রাইড রাইস এবং দুইখান ব্রয়লারের বেসন মাখানো হাড্ডি। ছিঃ,0
সুপের মাংসে গন্ধ করছিল। টাটকা ছিল না।,0
খুব মজার খাবার নতুন,1
খাবারের গন্ধ মজার,1
খাবারের এত সুন্দর গন্ধে মম করছে,1
"আমি ভাবিনি এতো ভাল ফুচকা আমি ফুড পান্ডায় পাবো।আমি আরো ৪ টা যায়গা থেকে ফুচকা খেয়েছি কিন্তু ওদের ফুচকা এতো বাজে ছিলো স্পেশালি টক। বাট এখানকার ফুচকার পুরি,টক,ভিতরের পুর অসাধারণ।",1
খাবারের স্বাদ আর মান খুবই খারাপ ছিল।,0
স্বাদে ভালো ছিল এবং প্যাকেজিং ও ভালো ছিল,1
কোয়ালিটির কোনো বালাই নাই খাবারে।,0
খাবার যেমন ইচ্ছা তেমনে বানাইয়া দিছে,0
বার্গার এ অনেক কিচকিচ করতেছিলো। আমার সেদিন ১০ টা বার্গার ই ফেলে দিতে হইছে।,0
খাবার টা মোটেই ভালো ছিল না! পরিমাণ ও ঠিকঠাক না! আমি ফুডপান্ডার একজন রেগুলার কাস্টমার এরকম ব্যাপার মোটেই expect করি নাই,0
ভাই ভেজিটেবল বার্গার এ ভেজিটেবল কই?ঠক বাজ।,0
অনেক দিন পর ভালো কিছুই পেলাম সব কিছু ঠিকঠাক ছিলো,1
পুরি গুলো খুব ই টেস্টি,1
অসাধারণ । অনেক ভালো ছিল সব খাবারই।,1
"খাবার টা ভালো ছিলো, একদম গরম গরম",1
গরম গরম নরম নরম ভাত সেদ্ধ,1
মুরগির নাড়ি ভুড়ি দিয়ে বট তৈরি করেছে.. এক বাজে অবস্থা.. দেখেই বমি চলে এসেছে..,0
"পচা খাবার সার্ভ করে,উল্টা পাল্টা জিনিস দেয়",0
খাবার এ কোনো টেস্ট এ ছিলো না । এমন আলুপুরী & পিয়াজু জীবনে দেখি নি,0
টাকা জলে দেয়া আর কি,0
কিছু কিছু মাদারচোদ রাইডার এর জন্য ফুড পান্ডার রেপুটেশন খারাপ হয়।,0
"মিহিদানা লাড্ডু বেশ ভালো, অতিরিক্ত মিষ্টি না।",1
অন্যান্য মিষ্টির দোকানের তুলনায় দাম অনুযায়ী দই ভালো।,1
"ছবির সাথে খাবারের মিল নাই, দাম অনুযায়ী অ্যামাউন্ট কম, সেম দামে আরো বেটার অপশন আছে রাজশাহীতে, প্যাকেজিং আহামরি না ! সরি বাট একদমই জাতের খাবার না! ১ স্টারের কম দিতে পারলে দিতাম ! ভুলেও আর অর্ডার করছিনা সেটা বাহুল্য",0
"মুর‌গির মাথা, পাখার ক্ষুদ্র অংশ দি‌য়ে বানাই‌ছে ফ্রাইড চি‌কেন। ফ্রেন্চ ফ্রাই ছিল সম্পূর্ন কাঁচা এবং সস ও মে‌য়ো‌নেজ ছাড়া। অনটন বল‌তে ছিল পাপড় ভাজা।",0
বাসি খাবার ওভেনে গরম করে দিয়েছেন। মাছি ছিলো খাবারে।,0
ব্যবসা করতে হলে হালাল ভাবে করবেন। মানুষের সাথে প্রতারণা করবেন না।,0
এদের কাচ্চির মাটনের তুলনায় চপ শিঙারার দোকানের মাটন চপে বেশি মাটন থাকে,0
এই হোটেলে খেয়ে টাকা নষ্ট করার চেয়ে ফকিরকে ৫ টাকা দান কইরেন তবু সওয়াব পাবেন,0
মাশাআল্লাহ এদের আচার আর মেও আমার খুবই ভালো লাগে,1
ডিম খিচুড়ি অনেক ভাল ছিল পরিমাণে অনেক ছিল,1
ফুড কোয়ালিটি বেশ ভালো,1
মিনি বার্গার অর্ডার করেছে এদের মিনি বার্গার টা ভালো,1
সেই মজা পাইছি মামা,1
জোশ ছিল বার্গার টা জোস ছিল,1
থ্যাঙ্কস থ্যাঙ্কস থ্যাঙ্কস,1
উরাধুরা টেস্ট খাবারের সেই হইছে,1
মোটা মামার বেলপুরি আসলেই অনেক মজার❤️ আমি যখনই যায় তখনই খাই❤️,1
যখন একজন ফুড ভ্লগার পুরো খারাব শেষ করেন তখন বুঝতে হবে খাবারটা সত্যিই ভালো ছিল।,1
মেডিনোভার সামনের এই ফুসকা আর ভেলপুরি খেতে কতবার যে ইডেন থেকে গেছি।মেটাল মামার প্রতিটা আইটেমই অসাধারণ,1
তেজগাও কলেজের সামনের বোবা মামার ভেল্পুরি ইস দ্যা বেস্ট।,1
রাফসান ভাই আমাদের দোহারে রসুনের ঝাল মুড়ি অনেক মজার,1
উত্তরা রাজলক্ষ্মী ফুট ওভারব্রিজের নিচে বেস্ট বেলপুরি  😋😋😋😋,1
আগুন🔥,1
তালতলা মার্কেট বাহিরে ছোট ফুচকা গুলা খুবই মজার টেস্টি হয়।,1
ভাইয়া ৫ টাকার ভেল পুরিটাই বেস্ট।।,1
মোটা মামার ভেলপুরি ইজ দ্য বেস্ট ভেলপুরি 😍,1
মোটা মামার ভেলপুরি+পানিপুরি খিলগাও এর মধ্যে বেস্ট এক কথায় 😷,1
"সকালের নাস্তা, দুপুরের খাবার, রাতের খাবার পাচ ভাই বেস্ট.....  আর সন্ধ্যার নাস্তা, বিরিয়ানি  পানসি বেস্ট",1
পাঁচ ভাই এবং পানসী একে অন্যের পরিপূরক। দুইটাই দুই জায়গায় সেরা। পানসীর সাতকরার গরুর মাংস বেস্ট। আর পাঁচ ভাই এর খাসিটা বেস্ট।🥰,1
ফুসকা গুলো অনেক সুন্দর ♥,1
"আপু, মিরপুরের আড়ং এর সামনে একটা ভেলপুরি মামা বসেন, একদম মেইন গেটের পাশে, আমার খাওয়া বেস্ট ভেলপুরি,",1
তাক্বওয়া এর দই ফুচকা আমি খেতে খেতে আর স্টোরি দিতে দিতে সবাই আমার উপর বিরক্ত! xD তাও প্রতিদিন একবার আমার এটা খাওয়া লাগবেই।,1
যেটাই কও বইন আমার কোকই বেস্ট 😋😋,1
দারুণ 😍ভালো লাগলো ।,1
"বাসাবোর কাবাবিস,কাবাব মে হাড্ডি, কাবাব স্টেশন অনেক ভালো",1
খুব  ভালো ক্যাফে ফেমাস,1
পিজ্জা টপিংটা সেই ছিল। বেস্ট ডেলিভারি।,1
ফ্রেশ খাবার,1
কাবাবে ভীষণ ঝাল হওয়াতে মজা লেগেছে। ফাস্ট ডেলিভারি ছিল।,1
নান রুটিটা মজার ছিল,1
অনেক মজাদার খাবার দেখলেই খেতে মন চায়।,1
মুখে জল এসে গেছে,1
লোভনীয় খাবার 🥰🥰🥰🥰🥰🥰🥰🥰,1
ভালো লাগলো।,1
জিভে পানি আসছে,1
মালাই কুলফিটা সেইইইইইই।,1
"অসাধারণ রান্না,দেখেই জিভে পানি এসে গেলো 😋।আর প্রেজেন্টেশন ও ইউনিক",1
অসাধারণ খুব ভালো হয়েছে,1
আমি তোমার এই ভিডিও টা দেখে আমি রান্না করেছি আমার বাসার সবাই খেয়ে বলছে আমি আজ পযর্ন্ত যত রান্না করছি আমার হাতের সব রান্নারচে এই মাংস রান্নাটা সবার শেরা রান্না,1
আমার আম্মুও আদা বাটা পরে দেয়।এতে আদার স্মেল ভালো আসে।রান্নাটা ভালো হইছে।,1
অসাধারন রেসিপি,1
জিহবায় পানি চলে আসল,1
"আমি এটা রান্না করতে পারি, এটাতে টক দই দিলে আরো টেষ্টি হয়। কিন্তু এইটা ভালো ছিল।",1
মুখে পানি চলে আসছে,1
আপনাদের রেসিপি (জোষ joss) ছিল,1
ভাত মাখানো দেখে জ্বিভে পানি চলে আসে,1
ছবি দেখেই যেনো সুঘ্রাণ পাচ্ছি😍,1
মাখিয়ে প্রেসারকুকারের রান্না গরুর মাংস বেশি টেস্ট,1
অসাধারন!!!!!,1
রান্নাটা জোস ছিলো😋👌,1
আসলেই দেখেই অস্থির লাগতেছে  ❤️🍗,1
রান্না দেখেই বুঝা যাচ্ছে অনেক মজা হয়েছে।,1
আমি আপনাদের এই রেসিপি  ফলো করে হাঁস রান্না করসি😋সবাই বলসে খুব মজা হইসে,1
হাঁসের মাংস টা দেখেই বোঝা যাচ্ছে অনেক মজা হয়েছে,1
রান্না টা খুবই সুন্দর হয়েছে! আমার খুবই ভালো লেগেছে!!!,1
বাহ চমৎকার আর খুব মজাদার রেসিপি দিয়েছো আপু,1
জিবে পানি এসে গেছে আপুনি,1
অসাধারণ উপস্থাপনা,1
ফ্রাইড রাইস দেখতে অনেক লোভনীয় হয়েছে আপু,1
খুব সুন্দর আর ইয়াম্মি মনে হয়।,1
আমি আপনার সব ধরনের রেসিপি দেখি,1
বাংলাদেশ এ এত প্যাশেন্যাট একজন রাঁধুনি আছে তা জানতেই পারতাম না,1
আমি এরমধ্য জান্নাতের খাবারের সন্ধান পেয়েছি।,1
তোমার হাতে জাদু আছে।,1
বাঃ খুব ভালো হয়েছে দিদি,1
আজকের রেসিপি টা একটা চমক,1
দারুন  এক কথায় অনবদ‍্য।,1
আমি এই রান্না টার জন্য অপেক্ষা করছিলাম।,1
দেখেই জিভে জল এসে যায়,1
দেখে লোভ লেগে গেলো,1
"দারুণ লোভনীয় রেসিপি,,😊😊",1
আলহামদুলিল্লাহ খুবই ভাল হয়েছে এবং সহজ।,1
এত সুন্দর রং হয়েছে আর সহজ উপায় ।,1
মজাদার রেসিপি শেয়ার করার জন্য ধন্যবাদ 💜,1
"সফল মানুষেরা অন্যদের চেয়ে আলাদা হয় না, শুধু সফল মানুষদের চিন্তা অন্যদের চেয়ে আলাদা।",1
দারুণ দেখতে হয়েছে আপু।,1
খুব সুস্বাদু রান্না,1
অবশ্যই ট্রাই করবো,1
আপু আপনার পিঠা অনেক লোভনীয়,1
আমি এটা বানিয়েছি আমার পরিবার এত পছন্দ করছে।,1
দেখেই খেতে ইচ্ছে করছে,1
আপু খুব টেস্ট হয়েছে,1
ওয়াও খেতে খুব বেশি মজা হবে,1
আপনার সবগুলো পুডিং খুব সুন্দর হয় ।,1
আপনার প্রতিটা রান্না খুব পারফেক্ট।,1
খুব ভালো একটা রেসিপি উপকারে আসছে,1
দিদি তুমি আসলে পাকা রাঁধুনি,1
অসাধারণ ছিলো রেসিপিটা।,1
সব কিছু ছিলো পারফেক্ট এবং টেস্টও দারুণ।,1
পারফেক্ট স্বাদ ও লুক এসেছে।,1
মনে হচ্ছে খুব সুস্বাদু আমারও খেতে ইচ্ছে করছে।,1
আপু অসাধারন মিসটি বানালেন আপনাকে ধন্যবাদ,1
মাসাআল্লাহ  অসাধারণ হয়েছে মালাই চমছম,1
আপু আপনার মজার ক্ষীর দারুন ভাল লেগেছে।,1
আপু তোমার পায়েস রান্নাটা খুব লোভনীয় হয়েছে,1
"মাশাল্লাহ অনেক বেশি সুন্দর আর মজাদার 
লাগছে",1
খেতে না পারলেও দেখেই স্বাদ অনুভব করতে পারতেছি।‌,1
আপনার রান্না গুলোর প্রক্রিয়া খুবই পারফেক্ট।,1
আপু আমি কালকে তোমারটা দেখে রান্না করবো☺️,1
সত্যি আপু জিভে পানি এসে গেছে,1
টমেটো রেসিপিটা নিজের হাতে বানাই এই মাত্র টেস্ট করলাম। ভালোই লেগেছে।,1
দেখেতো মনে হছে অনেক সাদ হবে,1
এক কথায় অস্থির!!!  খেতে চাই।।।,1
মাত্র দেখে বানালাম।এক কথায় অসাধারণ হয়েছে।,1
সাবস্ক্রাইব করলাম এই প্রথম আপু খুব সহজ এবং মজাদার,1
সেইই রেসিপি আপু😍😍,1
বোরহানির  রংটা একদম পারফেক্ট হয়েছে। অনেক ভালো একটা রেসিপি শিখলাম।,1
"খুব ভালো লাগলো আপনার রেসিপি টা, অনন্যা অন্য গুলোর চেয়ে।",1
ধ্যনবাদ  আপু এতো সহজ ভাবে বোরহানি  রেসেপি  শেয়ার  করার জন্য,1
দারুণ হয়েছে,1
ঝটপট তৈরি করার মত একটা রেসিপি,1
আপনার রেসিপি ফলো করে রান্না করেছি খুব মজা হইছে একেবারে হোটেলের মত।,1
"দারুন হয়েছে , অনেক সহজ ভাবে দেখিয়েছেন 😋😋",1
ট্রাই করেছি খুব ভালো হয়েছে থ্যাংক ইউ আপু,1
"আপি,খুব সু্ন্দর কালার হয়েছে,আর আপনার রান্নাটাও খুব পরিপাটি",1
মাশাআল্লাহ আপু রেসিপি তো সুন্দর হয়েছেই তোমার ডেকোরেশনটা অসাধারণ।,1
হোটেলের চেয়ে ভালো হবে আপনার রেসিপি। অনেক ধন্যবাদ,1
আপনার চিকেন চোপটি এত টেস্টি হয়েছে আপনাকে বলে বুজাতে পারবনা আপনাকে ধন্যবাদ,1
জাপান গার্ডেনের(প্রিন্স বাজারের বিপরীতে) সেখানে একটা মামার ফুচকা + চটপটি প্রচন্ড ভালো খুব মজা,1
আপু তোমার ভর্তা গুলো খাওয়া দেখে খুব ভাল লাগলো,1
আপু কাল্লুর কাবাব টা মিরপুর এর মধ্যে অনেক ভাল একটা কাবাব,1
মিরপুরের বেস্ট ফুচকা হল... মোল্লার চটপটি (মিরপুর-১) ...... এর চেয়ে ভাল ফুচকা +চটপটি ঢাকায় খাইনি,1
শওকত কাবাব ঘরে র কাবাব মজার।,1
লালমাটিয়া মহিলা কলেজ এ বাইরে এক মামা ফুচকা বিক্রি করে টক টা অসাধারণ,1
"গাবতলী থেকে মাজার রুডে যাওয়ার সময় একটা মুড়ি ভর্তার দোকান আছে।
পুরাই ব্যতিক্রম।",1
সব মিলিয়ে অসাধারণ,1
এই রকম খেজুরের গুড় এক সময় আমাদের বাড়িতে হইতো সব অতীত। খুব ভালো লাগলো দেখে,1
পিঠাটা দেখিয়ে তো লোভ সামলান দায়,1
মনটা জুড়িয়ে গেলো দেখে,1
এই শীতে খেজুরের গুড় দিয়ে ভাপা পিঠা খাওয়ার মজাই অন্যরকম,1
খেজুর রসের নাস্তা আমার অনেক পছন্দের,1
এই প্রথম গুড় তৈরি করা দেখলাম অসাধারন,1
মাসাআল্লাহ খুব ভাল লাগলো।,1
পুরান ঢাকার খাবার অস্থির টেস্ট এবং ইউনিক রেসিপি,1
বোরহানির মজা হলো প্রথমে মিষ্টি পরে ঝাল  জাস্ট মুখে বোম বাস্ট,1
অনেক বেশি মজা এবং অনেক সুন্দর হয়েছিল,1
ফুলকপিঅনেক সুন্দর লাগতেছে দেখেই বুঝতে পারতেছি অনেক টেস্টি হবে অসাধারণ,1
ওয়াও দারুন হয়েছে 👌👌,1
রান্নাটা সুন্দর ছিল,1
ইউনিক একটা রেসিপি,1
গরম গরম পাকোডা. .. কেচাপ দিয়ে খেতে খুব মজা,1
রেসিপি টা সবার থেকে আলাদা আর ইয়াম্মি,1
অনেক টেস্ট লাগে এই পাকোড়া,1
ভাইয়া অনেক মজা হয়েছে,1
আমারও খুবইই পছন্দ।,1
ভীষন সুন্দর। ভাই তোমার সব রেসিপি গুলো খুব সহজ এবং স্বাদে অন্যান্য।,1
"যতো প্রশংসাই করা হোক না কেন...আপনার রান্না, আপনার উপস্থাপনার কাছে কম-ই মনে হয়",1
আপনার রান্না আমি যতই দেখি ঠিক ততটা মুগ্ধ হয়,1
খুব সুন্দর আর গুছানো রান্না,1
"আপনার রেসিপি গুলো অসম্ভব সুন্দর, আপনার উপস্থাপনা আরো বেশি সুন্দর",1
আজকে আমি আপনার রান্না দেখে রান্না করছি  অনেক মজা হয়েছে,1
দেখেই খেয়ে ফেলতে ইচ্ছা হচ্ছে 😋😋,1
সবসময়ই অসাধারণ রান্না ভাই।😍😍🥰,1
চিকেন  বিরিয়ানিটা অনেক   মজা  হবে  দেখে মনে হচ্ছে  একটু  খেয়ে  দেখি,1
অসম্ভব সুন্দর বিরানি রেসিপি 👌👌,1
" দুধ চা,রং চা,কফি দারুণ হয়েছে",1
পারফেক্ট একটা মোরগ পোলাও রান্নার রেসেপি,1
"৪বছর আগে খেয়েছিলাম অত্যন্ত সুস্বাদু মুড়ি ভর্তা, এবং তাদের ব্যবহার অনেক সুন্দর",1
"২০১৯ এ খেয়েছিলাম, খুব দারুন ছিলো। তখন তার শুরুর দিকে,কম মূল্যে দারুণ হয়েছেচিলো",1
মনে লেগেছে একদম।,1
অসাধারণ লাগছে ❤️,1
কুমিল্লার রসমালাই এর কোনো তুলনা হয় না,1
ঢাকার বেস্ট ফুসকা জুম্মান মামা ফুসকা,1
আমারও ঝাল খেতে ভালো লাগে। চুইঝাল বিশেষ করে,1
চুই ঝাল সব খেতে অনেক ভালবাসি,1
"মোহাম্মদপুরের পানির পাম্প এর কাছে ৫০ টাকার দই ফুচকা ৯ পিস , খেতে অমৃত।",1
আমার জিভে জল টলমল করছিল,1
কুমিল্লার মানুষও ঝাল অনেক পছন্দ করে। আমাদের ঝাল মুরগির মাংস অনেক মজা,1
অসাধারণ 👌👌,1
আজীবন টং চা ছিলো বেস্ট আর থাকবেও,1
টং এর দোকানের চা❤️,1
"অসাধারণ হয়েছে,.,......... আর খাবারটা......... দেখতে খুব সুন্দর হয়েছে।",1
খুব মজার খাবার মনে হচ্ছে। একদিন ট্রাই করে দেখতে হবে,1
অসাধারণ রান্না সুন্দর উপস্থাপনা,1
অসাধারণ আর অনেক ইজি রেসিপি আপু.,1
আপনাকে অনেক ধন্যবাদ এতো সহজ ও সুন্দর কেক তৈরী করে দেখানোর জন্য,1
অনেক দিন পর খুব ভাল একটা রাননার ভিডিও দেখলাম,1
"আপু আমি বাসায় ট্রাই করেছি,আব্বু অনেক পছন্দ করেছেন 😊",1
আপনার রেসিপি সব সময় ভালো হয়।,1
রেসিপিটি খুবই ভালো লেগেছে সবকিছু অনেক সহজ,1
আপনি এতো সুন্দর করে রেসিপি সব উপস্থাপন করেন। সত্যি অতুলনীয়।,1
চমৎকার ছিল। আমি ট্রাই করেছি আমার উনি খুব পছন্দ করেছে।,1
খুব সুন্দর হয়েছে চিকেন শর্মাটা। খাওয়ার জন্য মন আকুঁপাকুঁ করছে।,1
খুব ভালো হয়েছে..  রুটি বানানো চমৎকার হয়েছে..  শুভকামনা,1
"ট্রাই করলাম, আপনার ইনেস্ট্রাকশন অনুযায়ী,পারফেক্ট হয়েছে 😍😍😍",1
"দেখেই খেতে ইচ্ছে করছে আপু, বানানো পর্যন্ত অপেক্ষা করতে পারছি না🤤🤤",1
"অসাধারণ চিকেন সরমা, ইয়ামী!",1
অনেক ভালো লাগলো। আমি দুবাইতে খাইছি যি দেখতে একদম এটার মতো।,1
দেখে জিবে পানি চলে আসছে।,1
আপু কালকে বানালাম এত মজা হয়েছে বলার বাহিরে আপনাকে অনেক ধন্যবাদ,1
নাইস আপু আমার খুবই পছন্দের একটি  রেসিপি।,1
জিভে জল চলে আসলো,1
আপনার রেসিপি গুলো বুঝতে খুব সুবিধা হয় । যার জন্য অসংখ্য ধন্যবাদ,1
প্রতিবারের মতো সেরা রেসিপি আপু😍,1
বেস্ট রাঁধুনি আপু😍😘,1
দারুণ হয়েছে আমি আজই বানাবো😋😋😋,1
"আপু,তুমি সব সময় ঝামেলাবিহীন রেসিপি দেখাও۔۔۔তাই অনেক ভালো লাগে রান্না করতে۔۔সহজ রেসিপি তোমার۔۔۔!!",1
ওয়াও এই রেসিপিটায় দরকার ছিল,1
আজকে এই রেসিপি ট্রাই করেছিলাম। আলহামদুলিল্লাহ খুবই ভালো হয়েছে।,1
খুব সুন্দর ও দারুণ হয়েছে। আপনাকে অনেক ধন্যবাদ।,1
আপু তোমার রেসিপি দেখার জন্য অপেক্ষা করে থাকি আর দেখার পর মনে হয় অপেক্ষা করা  কাজে লেগেছে নতুন কিছু শিখতে পারলাম।,1
আজকের রেসিপি ছিল দুর্দান্ত।।আমার প্রিয় একটা খাবার।। 😋😋😋,1
আপনার সব রেসিপি গুলোই অত্যন্ত চমৎকার এবং তার চেয়েও বেশী চমৎকার আপনার প্রেজেন্টেশন।,1
মাশাআল্লাহ দেখতে খুব দরুন ও ইয়াম্মি হয়েছে চিকেন সাসলিক,1
"বেইলি রোডে সুইস (Swiss) এ আমি বহুবার খেয়েছি। অসাধারন হইছে, এইটা আমার অনেক পছন্দ,",1
চিকেন সাসলিক আমিও বানিয়েছি অনেক টেষ্টি হয়েছে  😍😍,1
ভিন্ন রকম রেসেপি একদম ঘরোয়া,1
দেখতে খুবই ইয়াম্মি লাগছে।,1
একদম আপনার রেসিপি ফলো করে বানিয়েছে সবাই ভীষণ পছন্দ করেছে।  অসংখ্য ধন্যবাদ,1
খুব মজার ও লোভনীয় 🌹,1
বাহ্ খুবই চমৎকার হয়েছে আপু,1
খুবই সহজ করে রেছিপিটা দেয়ার জন্য ধন্যবাদ,1
রেসিপিটা খুবই মজার।,1
রেসিপি তো সুন্দর হয়েছেই তোমার ডেকোরেশনটা অসাধারণ।,1
আমি বানিয়েছিলাম একটু ও পুড়ে নি খুব ভালো হয়েছিল,1
মজাদার পাস্তা,1
আমার বাচ্চারা খুব পছন্দ করে এই পাস্তা টা। খুব ভাল লাগে। 😋😋😋,1
পাস্তা আমার খুব পছন্দের একটি খাবার। চিজ দিয়ে খেতে দারুন মজা।,1
"প্লাস, বুধবার রাতে বাড়িতে ওয়াইন ছিল অনেক ।",1
শেফ থেকে হাট বন্ধ,1
এক মুহূর্ত থেকে আপনি অন্য মুহূর্ত  পর্যন্ত বন্ধুত্বপূর্ণ এবং সহায়ক স্টাফদের পদচারণা ছিল শুধু কল্পনাপ্রসূত ছিল।,1
আমি সম্পূর্ণভাবে এই স্থানটাকে ভালবাসি!!!,1
" আপনি তাদের জন্য মূল্যের দামের মূল্য পাবেন, যদিও মাকড়সা রোলটি খেতে একটি চ্যালেঞ্জের মতো হতে পারে, তবে নরম শেলের কাঁকড়াটি রোলটি দিয়ে ঝুলিয়ে রাখলেও।",1
ব্যক্তিগতভাবে যারা নিখুঁত আকারে ক্ষুধার জন্য থাকে তারাই রাতে pans পায়  ,1
আমার চটকানো সেরা জিনিস ছিল ভেড়ার বাচ্চা।,1
"গাব্রিয়েলা সে যা যা সম্পর্কে বলেছে সবকিছু মিথ্যা.পরিবেশ রোমান্টিক, কিন্তু দরিদ্র সেবা ও খাদ্য ভয়ানক, । ",1
"যদিও তারা কমপক্ষে ক্যাপ্টেন বাজেট রাখে, তারা ব্যাগেলগুলিতে কিছু নগদ রাখে, কারণ তারা শহরের সেরাটাতে থাকে ।",1
"আমি নিশ্চিত যে আমাকে বারবর ফিরে যেতে হবে, !!!",1
"আমার স্বামী এবং আমি আমাদের বিবাহ  বার্ষিকীর জন্য Jekyll এবং হাইড পাব যেতে হবে, এবং আমাদের বিস্ময় এটি চমত্কার ছিল।",1
  বিশাল অংশগুলির  ক্ষেএে সতর্কতা অবলম্বন করুন,1
আমার আন্তরিকভাবে সুপারিশ।,1
আপনার নাম নিয়ে আগে আপনাকে পাঁচ মিনিট বলবে যদি দু-জন লোক বা দুই শত লোক  আপনার হোস্টেলে থাকে।,1
এছাড়াও তরুণ কর্মীরা গরমে অনলস,1
তার প্রতিবেশীদের জন্য খুব তুলনীয় মানের  অত্যধিক খাদ্য যা উপরে মাথা এবং কাঁধ পূর্ব 6 সেন্টের (overdraising) বালুচিসের জন্য।,1
খুব ভালো রুটিও,1
ইট ওভেন গ্যালারি- আমার কাছে সবচেয়ে ভালো পিজা রেস্টুরেন্ট।,1
"সন্দেহ ছাড়া এটি একটি,রোজারিও অস্তিত্বের মধ্যে সবচেয়ে বড় pizzerias.",1
"চমৎকার জাজ দ্বারা এই রেস্তোরাঁয় খাদ্যের গুণগতমান সম্পন্ন করে ,এই জায়গাটি নিখুঁত করে তোলে !",1
"গত দুই বছর বাড়ীতে না থাকার কারণে এই সমালোচককে একটু সরে যেতে হতে পারে, তবে একই রকম স্থানগুলোতে ডুব তেলে ভাজা খাবার গুল  সুস্বাদু এবং মসলাযুক্ত থাকে ।",1
আপনি নিজেকে বেশ প্রায়ই ফিরে পাবেন।,1
